ranking_year,ranking_category,institute_id,institute_name,city,state,score,rank
2021,Overall,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,44.19,80
2021,Overall,IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.95,81
2021,Overall,IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,43.93,82
2021,Overall,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.75,83
2021,Overall,IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,43.6,84
2021,Overall,IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.21,85
2021,Overall,IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,43.14,86
2021,Overall,IR-O-U-0369,Pondicherry University,Puducherry,Puducherry,43.1,87
2021,Overall,IR-O-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,43.04,88
2021,Overall,IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,42.94,89
2021,Overall,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.79,90
2021,Overall,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,42.79,90
2021,Overall,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,42.78,92
2021,Overall,IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.68,93
2021,Overall,IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.56,94
2021,Overall,IR-O-U-0251,Calicut University,Malappuram,Kerala,42.42,95
2021,Overall,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,41.79,96
2021,Overall,IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,41.74,97
2021,Overall,IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.72,98
2021,Overall,IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.43,99
2021,Overall,IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.1,100
2017,Engineering,IR17-ENGG-1-1-77,Indian Institute of Technology Madras,Chennai,Tamil Nadu,87.96,1
2017,Engineering,IR17-ENGG-2-18633,Indian Institute of Technology Bombay,Mumbai,Maharashtra,87.87,2
2017,Engineering,IR17-ENGG-2-18630,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,81.93,3
2017,Engineering,IR17-ENGG-2-1-79,Indian Institute of Technology Delhi,New Delhi,Delhi,81.08,4
2017,Engineering,IR17-ENGG-2-18248,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,76.83,5
2017,Engineering,IR17-ENGG-2-18677,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,73.1,6
2017,Engineering,IR17-ENGG-2-1-251,Indian Institute of Technology Guwahati,Guwahati,Assam,72.3,7
2017,Engineering,IR17-ENGG-2-18292,Anna University,Chennai,Tamil Nadu,63.97,8
2017,Engineering,IR17-ENGG-2-10326,Jadavpur University,Kolkata,West Bengal,62.59,9
2017,Engineering,IR17-ENGG-2-1-345,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,60.24,10
2017,Engineering,IR17-ENGG-1-1-370,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,59.44,11
2017,Engineering,IR17-ENGG-2-1-140,National Institute of Technology Rourkela,Rourkela,Odisha,58.78,12
2017,Engineering,IR17-ENGG-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,58.16,13
2017,Engineering,IR17-ENGG-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,57.97,14
2017,Engineering,IR17-ENGG-2-1-346,Indian Institute of Technology Indore,Indore,Madhya Pradesh,57.7,15
2017,Engineering,IR17-ENGG-2-18599,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,55.43,16
2017,Engineering,IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal,54.42,17
2017,Engineering,IR17-ENGG-1-18627,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54.32,18
2017,Engineering,IR17-ENGG-2-1-344,Indian Institute of Technology Patna,Patna,Bihar,54.02,19
2017,Engineering,IR17-ENGG-1-10356,Jamia Millia Islamia,New Delhi,Delhi,53.7,20
2017,Engineering,IR17-ENGG-2-1-340,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.93,21
2017,Engineering,IR17-ENGG-1-1-493,National Institute of Technology Surathkal,Surathkal,Karnataka,52.87,22
2017,Engineering,IR17-ENGG-1-18632,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.58,23
2017,Engineering,IR17-ENGG-1-1-2809541361,"College of Engineering, Pune",Pune,Maharashtra,52.14,24
2017,Engineering,IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,51.44,25
2017,Engineering,IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab,51.35,26
2017,Engineering,IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,50.77,27
2017,Engineering,IR17-ENGG-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,50.6,28
2017,Engineering,IR17-ENGG-2-18639,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,50.6,28
2017,Engineering,IR17-ENGG-1-18628,Indian Institute of Technology Gandhinagar,Ahmedabad,Gujarat,50.43,30
2017,Engineering,IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,49.92,31
2017,Engineering,IR17-ENGG-2-1-2811781771,Birla Institute of Technology,Ranchi,Jharkhand,49.92,31
2017,Engineering,IR17-ENGG-1-2811179135,PSG College of Technology,Coimbatore,Tamil Nadu,49.49,33
2017,Engineering,IR17-ENGG-2-18622,National Institute of Technology Warangal,Warangal,Telangana,49.47,34
2017,Engineering,IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,49.2,35
2017,Engineering,IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,47.47,36
2017,Engineering,IR17-ENGG-2-1-2811366803,Thiagarajar College of Engineering,Madurai,Tamil Nadu,47.01,37
2017,Engineering,IR17-ENGG-1-11736,Pondicherry Engineering College,Puducherry,Puducherry,46.37,38
2017,Engineering,IR17-ENGG-2-12907,Delhi Technological University,New Delhi,Delhi,46.19,39
2017,Engineering,IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh,46.18,40
2017,Engineering,IR17-ENGG-2-1-357,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,45.68,41
2017,Engineering,IR17-ENGG-1-1-225,"Visvesvaraya National Institute of Technology, Nagpur (Deemed University)",Nagpur,Maharashtra,45.52,42
2017,Engineering,IR17-ENGG-1-1-2816307230,Manipal Institute of Technology,Manipal,Karnataka,45.38,43
2017,Engineering,IR17-ENGG-2-18613,National Institute of Technology Calicut,Calicut,Kerala,44.5,44
2017,Engineering,IR17-ENGG-1-1-2811981253,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,44.35,45
2017,Engineering,IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,44.16,46
2017,Engineering,IR17-ENGG-2-1-336,Kalinga Institute of Industrial Technology,Bhubneshwar,Odisha,43.68,47
2017,Engineering,IR17-ENGG-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.53,48
2017,Engineering,IR17-ENGG-1-29885,R.V. College of Engineering,Bengaluru,Karnataka,43.42,49
2017,Engineering,IR17-ENGG-1-18659,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,43.3,50
2017,Engineering,IR17-ENGG-1-11716,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,43.29,51
2017,Engineering,IR17-ENGG-2-1-2812016223,B.M.S. College of Engineering,Bengaluru,Karnataka,42.86,52
2017,Engineering,IR17-ENGG-1-18612,National Institute of Technology Silchar,Silchar,Assam,42.73,53
2017,Engineering,IR17-ENGG-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,42.63,54
2017,Engineering,IR17-ENGG-2-18649,National Institute of Technology Durgapur,Durgapur,West Bengal,42.56,55
2017,Engineering,IR17-ENGG-1-18257,"Indraprastha Institute of Information Technology-New Delhi (IIIT New Delhi, Delhi)",New Delhi,Delhi,42.55,56
2017,Engineering,IR17-ENGG-1-12121,Kongu Engineering College,Perundurai,Tamil Nadu,42.43,57
2017,Engineering,IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,42.31,58
2017,Engineering,IR17-ENGG-2-18615,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,42.02,59
2017,Engineering,IR17-ENGG-1-1-144,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,41.61,60
2017,Engineering,IR17-ENGG-2-1-441,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,41.25,61
2017,Engineering,IR17-ENGG-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,40.97,62
2017,Engineering,IR17-ENGG-1-18288,Jawaharlal Nehru Technological University,Hyderabad,Telangana,40.45,63
2017,Engineering,IR17-ENGG-2-24411,Shri Ramdeobaba College of Engineering and Management,District Nagpur,Maharashtra,40.36,64
2017,Engineering,IR17-ENGG-1-18631,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,40.2,65
2017,Engineering,IR17-ENGG-2-10518,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,40.18,66
2017,Engineering,IR17-ENGG-2-12233,"G. H. Raisoni College of Engineering, NAGPUR",Nagpur,Maharashtra,39.87,67
2017,Engineering,IR17-ENGG-1-11519,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,39.64,68
2017,Engineering,IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,39.46,69
2017,Engineering,IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,39.38,70
2017,Engineering,IR17-ENGG-1-18173,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,39.38,70
2017,Engineering,IR17-ENGG-1-1-2812032529,Siddaganga Institute of Technology,Tumkur,Karnataka,39.36,72
2017,Engineering,IR17-ENGG-2-1-2811134396,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,39.21,73
2017,Engineering,IR17-ENGG-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,39.16,74
2017,Engineering,IR17-ENGG-1-1-2812988445,International Institute of Information Technology,Hyderabad,Telangana,38.95,75
2017,Engineering,IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,38.81,76
2017,Engineering,IR17-ENGG-1-1-2809338810,Army Institute of Technology,Pune,Maharashtra,38.7,77
2017,Engineering,IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,38.27,78
2017,Engineering,IR17-ENGG-2-18406,Nirma University,Ahmedabad,Gujarat,38.07,79
2017,Engineering,IR17-ENGG-1-1-2814018067,University College of Engineering,Hyderabad,Telangana,38.06,80
2017,Engineering,IR17-ENGG-2-1-2813435762,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,37.88,81
2017,Engineering,IR17-ENGG-2-1-2456189964,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.74,82
2017,Engineering,IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,37.46,83
2017,Engineering,IR17-ENGG-1-1-2811165868,R.M.K. Engineering College,Kavaraipettai,Tamil Nadu,37.45,84
2017,Engineering,IR17-ENGG-1-1-556,Punjab Engineering College,Chandigarh,Chandigarh,37.44,85
2017,Engineering,IR17-ENGG-2-1-541,PES University,Bengaluru,Karnataka,37.31,86
2017,Engineering,IR17-ENGG-2-18392,National Institute of Technology Manipur,Manipur,Manipur,37.27,87
2017,Engineering,IR17-ENGG-1-18575,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,37.11,88
2017,Engineering,IR17-ENGG-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,36.97,89
2017,Engineering,IR17-ENGG-2-10487,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,36.93,90
2017,Engineering,IR17-ENGG-2-15188,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,36.88,91
2017,Engineering,IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha,36.82,92
2017,Engineering,IR17-ENGG-2-10284,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,36.8,93
2017,Engineering,IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra,36.75,94
2017,Engineering,IR17-ENGG-1-12784,BMS Institute of Technology & Management,Bengaluru,Karnataka,36.67,95
2017,Engineering,IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu,36.64,96
2017,Engineering,IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu,36.51,97
2017,Engineering,IR17-ENGG-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,36.42,98
2017,Engineering,IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu,36.4,99
2017,Engineering,IR17-ENGG-2-1-365,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.21,100
2017,University,IR17-I-2-18243,Indian Institute of Science Bangalore,Bengaluru,Karnataka,83.28,1
2017,University,IR17-I-2-1-319,Jawaharlal Nehru University,New Delhi,Delhi,61.53,2
2017,University,IR17-I-2-18500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.92,3
2017,University,IR17-I-2-30673,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka,58.25,4
2017,University,IR17-I-2-10326,Jadavpur University,Kolkata,West Bengal,57.32,5
2017,University,IR17-I-2-18292,Anna University,Chennai,Tamil Nadu,56.5,6
2017,University,IR17-I-2-1-2813521158,University of Hyderabad,Hyderabad,Telangana,56.3,7
2017,University,IR17-I-2-18552,University of Delhi,Delhi,Delhi,55.37,8
2017,University,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,54.7,9
2017,University,IR17-I-2-1-618,Savitribai Phule Pune University,Pune,Maharashtra,52.81,10
2017,University,IR17-I-2-18189,Aligarh Muslim University,Aligarh,Uttar Pradesh,52.74,11
2017,University,IR17-I-2-1-2814289415,Jamia Millia Islamia,New Delhi,Delhi,51.75,12
2017,University,IR17-I-2-18599,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,51.46,13
2017,University,IR17-I-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,51.36,14
2017,University,IR17-I-2-1-243,Indian Agricultural Research Institute,New Delhi,Delhi,51.2,15
2017,University,IR17-I-2-18606,Calcutta University,Kolkata,West Bengal,48.9,16
2017,University,IR17-I-2-15598,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,48.84,17
2017,University,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,48.27,18
2017,University,IR17-I-2-18581,Visva Bharati,Kolkata,West Bengal,48.19,19
2017,University,IR17-I-2-1-624,Siksha`O` Anusandhan University,Bhubaneswar,Odisha,46.72,20
2017,University,IR17-I-2-18230,Homi Bhabha National Institute,Mumbai,Maharashtra,46.45,21
2017,University,IR17-I-2-18559,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.45,21
2017,University,IR17-I-2-18414,Osmania University,Hyderabad,Telangana,45.52,23
2017,University,IR17-I-1-30713,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,44.99,24
2017,University,IR17-I-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,44.95,25
2017,University,IR17-I-2-17784,Jamia Hamdard,New Delhi,Delhi,44.84,26
2017,University,IR17-I-2-30702,Gauhati University,Guwahati,Assam,44.42,27
2017,University,IR17-I-2-18567,Bharathiar University,Coimbatore,Tamil Nadu,44.29,28
2017,University,IR17-I-2-18317,Kerala University,Thiruvananthapuram,Kerala,43.95,29
2017,University,IR17-I-2-10563,Tezpur University,Tezpur,Assam,43.78,30
2017,University,IR17-I-1-700,TATA Institute of Social Sciences,Mumbai,Maharashtra,43.71,31
2017,University,IR17-I-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,43.5,32
2017,University,IR17-I-2-1-2814248400,Panjab University,Chandigarh,Chandigarh,43.13,33
2017,University,IR17-I-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,43.07,34
2017,University,IR17-I-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,43.06,35
2017,University,IR17-I-2-1-457,Mysore University,Mysore,Karnataka,42.83,36
2017,University,IR17-I-2-18424,Pondicherry University,Puducherry,Puducherry,42.7,37
2017,University,IR17-I-2-1-697,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,42.48,38
2017,University,IR17-I-2-1-661,Sri Ramachandra University,Chennai,Tamil Nadu,42.46,39
2017,University,IR17-I-2-18276,Anand Agricultural University,Anand,Gujarat,42.26,40
2017,University,IR17-I-2-18341,University of Madras,Chennai,Tamil Nadu,41.85,41
2017,University,IR17-I-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,41.48,42
2017,University,IR17-I-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,41.38,43
2017,University,IR17-I-2-18472,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,41.3,44
2017,University,IR17-I-2-1-299,Jagadguru Sri Shivarathreeshwara University,Mysore,Karnataka,41.18,45
2017,University,IR17-I-2-1-2813959492,Thapar University,Patiala,Punjab,40.78,46
2017,University,IR17-I-2-30671,Dr. D. Y. Patil Vidyapeeth Pune,Pune,Maharashtra,40.59,47
2017,University,IR17-I-2-18409,North Eastern Hill University,Shillong,Meghalaya,40.51,48
2017,University,IR17-I-2-1-336,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,40.47,49
2017,University,IR17-I-2-18214,Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,40.1,50
2017,University,IR17-I-2-1-178,Dr. Y.S.Parmar University of Horticulture & Forestry,Solan,Himachal Pradesh,39.54,51
2017,University,IR17-I-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,39.17,52
2017,University,IR17-I-2-18508,Banasthali Vidyapith,Banasthali,Rajasthan,38.74,53
2017,University,IR17-I-2-18580,Bharati Vidyapeeth,Pune,Maharashtra,38.73,54
2017,University,IR17-I-2-18474,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,38.68,55
2017,University,IR17-I-2-1-33,Annamalai University,Annamalainagar,Tamil Nadu,38.59,56
2017,University,IR17-I-2-18607,Calicut University,Calicut,Kerala,38.45,57
2017,University,IR17-I-2-1-448,Mizoram University,Aizwal,Mizoram,38.36,58
2017,University,IR17-I-2-1-373,Kurukshetra University,Kurushetra,Haryana,38.26,59
2017,University,IR17-I-2-10933,Shiv Nadar University,Chithera,Uttar Pradesh,37.95,60
2017,University,IR17-I-2-21078,Symbiosis International University,Pune,Maharashtra,37.67,61
2017,University,IR17-I-2-1-N002,KLE Academy of Higher Education and Research,Belagavi,Karnataka,37.25,62
2017,University,IR17-I-2-1-2809340824,University of Jammu,Jammu Tawi,Jammu and Kashmir,37.23,63
2017,University,IR17-I-2-18200,Goa University-Goa,Goa,Goa,37.16,64
2017,University,IR17-I-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,37.13,65
2017,University,IR17-I-2-18305,Kalyani University,Kalyani,West Bengal,36.84,66
2017,University,IR17-I-2-18356,Mahatma Gandhi Unversity,Kottayam,Kerala,36.79,67
2017,University,IR17-I-2-18446,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan,36.78,68
2017,University,IR17-I-2-1-663,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,36.75,69
2017,University,IR17-I-2-1-445,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,36.47,70
2017,University,IR17-I-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,36.44,71
2017,University,IR17-I-2-1-2812766280,Dayalbagh Educational Institute,Agra,Uttar Pradesh,36.36,72
2017,University,IR17-I-2-1-351,University of Kashmir,Srinagar,Jammu and Kashmir,36.32,73
2017,University,IR17-I-2-1-159,Dibrugarh University,Dibrugarh,Assam,36.28,74
2017,University,IR17-I-2-18406,Nirma University,Ahmedabad,Gujarat,36.21,75
2017,University,IR17-I-2-18449,Rajiv Gandhi University,Rono Hills,Arunachal Pradesh,36.15,76
2017,University,IR17-I-2-18342,Madurai Kamraj University,Madurai,Tamil Nadu,36.04,77
2017,University,IR17-I-2-1-670,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh,35.92,78
2017,University,IR17-I-2-1-570,Rajasthan University,Jaipur,Rajasthan,35.85,79
2017,University,IR17-I-2-18110,Guru Nanak Dev University,Amritsar,Punjab,35.83,80
2017,University,IR17-I-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,35.69,81
2017,University,IR17-I-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,35.6,82
2017,University,IR17-I-2-1-653,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Puducherry,35.5,83
2017,University,IR17-I-2-18407,NITTE University,Mangalore,Karnataka,35.5,83
2017,University,IR17-I-2-18422,Periyar University,Salem,Tamil Nadu,35.44,85
2017,University,IR17-I-2-18161,Cochin University of Science and Technology,Cochin,Kerala,35.42,86
2017,University,IR17-I-2-15640,Vidyasagar University,Midnapore,West Bengal,35.23,87
2017,University,IR17-I-2-30492,Bharathidasan University,Tiruchirappalli,Tamil Nadu,35.14,88
2017,University,IR17-I-2-1-2812182676,Gandhi Institute of Technology and Management (GITAM),Visakhapatnam,Andhra Pradesh,35.09,89
2017,University,IR17-I-2-18311,Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu,34.86,90
2017,University,IR17-I-2-12265,The Gandhigram Rural Institute - Deemed University,Gandhigram,Tamil Nadu,34.56,91
2017,University,IR17-I-2-277952,Assam University-Silchar,Silchar,Assam,34.38,92
2017,University,IR17-I-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,34.14,93
2017,University,IR17-I-2-1-541,PES University,Bengaluru,Karnataka,33.94,94
2017,University,IR17-I-2-18551,University of Allahabad,Allahabad,Uttar Pradesh,33.86,95
2017,University,IR17-I-2-1-N001,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh,33.76,96
2017,University,IR17-I-2-18168,Alagappa University,Karaikudi,Tamil Nadu,33.66,97
2017,University,IR17-I-2-18385,Narsee Monjee Institute of Management Studies -Mumbai,Mumbai,Maharashtra,33.6,98
2017,University,IR17-I-1-18289,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,33.44,99
2017,University,IR17-I-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,32.99,100
2017,College,IR17-COLL-1-29115,Miranda House,Delhi,Delhi,69.39,1
2017,College,IR17-COLL-2-959129,Loyola College,District Chennai,Tamil Nadu,68.68,2
2017,College,IR17-COLL-2-29134,Shri Ram College of Commerce,Delhi,Delhi,67.18,3
2017,College,IR17-COLL-1-19387,Bishop Heber College,District Tiruchirapalli,Tamil Nadu,61.18,4
2017,College,IR17-COLL-2-21799,Atma Ram Sanatan Dharma College,New Delhi,Delhi,60.68,5
2017,College,IR17-COLL-2-20078,St. Xavier`s College,Kolkata,West Bengal,59.12,6
2017,College,IR17-COLL-2-29111,Lady Shri Ram College for Women,New Delhi,Delhi,58.28,7
2017,College,IR17-COLL-1-19855,Dyal Singh College,New Delhi,Delhi,58.22,8
2017,College,IR17-COLL-2-20022,Deen Dayal Upadhyaya College,New Delhi,Delhi,58.06,9
2017,College,IR17-COLL-2-19443,The Women's Christian College,Chennai,Tamil Nadu,57.37,10
2017,College,IR17-COLL-2-818511,P.S.G. College of Arts & Science,District Coimbatore,Tamil Nadu,55.64,11
2017,College,IR17-COLL-2-967530,Madras Christian College,District Kancheepuram,Tamil Nadu,55.44,12
2017,College,IR17-COLL-1-18824,Ayya Nadar Janaki Ammal College,District Virudhnagar,Tamil Nadu,54.62,13
2017,College,IR17-COLL-1-819241,P.S.G.R. Krishnammal College for Women,District Coimbatore,Tamil Nadu,53.97,14
2017,College,IR17-COLL-2-20024,Keshav Mahavidyalya,Delhi,Delhi,53.21,15
2017,College,IR17-COLL-1-15094,Ethiraj College for Women,Chennai,Tamil Nadu,52.85,16
2017,College,IR17-COLL-2-21140,Christ College (Autonomous),Thrissur,Kerala,52.62,17
2017,College,IR17-COLL-1-29161,Loreto College,Calcutta-16,West Bengal,51.85,18
2017,College,IR17-COLL-1-24821,Kongunadu Arts & Science College,District Coimbatore,Tamil Nadu,51.84,19
2017,College,IR17-COLL-1-19833,Acharya Narendra Dev College,Kalkaji,Delhi,51.06,20
2017,College,IR17-COLL-1-30222,AU College of Science and Technology,Visakhapatnam,Andhra Pradesh,50.85,21
2017,College,IR17-COLL-2-1277986,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,50.8,22
2017,College,IR17-COLL-2-30226,AU College of Arts and Commerce,Visakhapatnam,Andhra Pradesh,49.73,23
2017,College,IR17-COLL-2-16853,Andhra Loyola College,Vijayawada,Andhra Pradesh,49.41,24
2017,College,IR17-COLL-2-18888,Rajagiri College of Social Sciences,Dist. Ernakulam,Kerala,48.9,25
2017,College,IR17-COLL-1-25232,Holy Cross College,District Tiruchirapalli,Tamil Nadu,48.13,26
2017,College,IR17-COLL-1-15202,Fatima College (Autonomous),Madurai,Tamil Nadu,47.95,27
2017,College,IR17-COLL-2-22683,Sacred Heart College,Dist. Ernakulam,Kerala,47.24,28
2017,College,IR17-COLL-1-20019,St. Joseph`s College of Commerce,Bengaluru,Karnataka,47.21,29
2017,College,IR17-COLL-1-21126,Rajiv Gandhi Institute of Information Technology and Biotechnology (RGIITBT),Pune,Maharashtra,47.04,30
2017,College,IR17-COLL-1-20139,St. Joseph's College,Dist. Calicut,Kerala,46.73,31
2017,College,IR17-COLL-2-1-11028,Post Graduate Government College for Girls,Chandigarh,Chandigarh,46.54,32
2017,College,IR17-COLL-2-2003358,Ramanujan College,Kalkaji,Delhi,45.92,33
2017,College,IR17-COLL-2-29130,Shaheed Bhagat Singh College (Evening Classes),New Delhi,Delhi,45.76,34
2017,College,IR17-COLL-2-19281,Fergusson College,Dist. Pune,Maharashtra,45.51,35
2017,College,IR17-COLL-2-19229,Degree College of Physical Education,Dist. Amravati,Maharashtra,45.48,36
2017,College,IR17-COLL-1-19146,Shri M.V. & Smt. N.V. Virani Science College,Dist. Rajkot,Gujarat,45.31,37
2017,College,IR17-COLL-1-67207,V.V. Vanniaperumal College for Women,District Virudhnagar,Tamil Nadu,45.06,38
2017,College,IR17-COLL-2-67573,Virudhunagar Hindu Nadars Senthikumara Nadar College,District Virudhnagar,Tamil Nadu,44.8,39
